,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
766,1289,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,01:00.0,59:00.0,00:00.0,59:00.0,0,0,1,2,1,-1,0,0
2567,1293,3/15/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,44:00.0,43:00.0,42:00.0,1,2,3,2,-1,0,-1,1
2580,1293,3/18/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,44:00.0,43:00.0,43:00.0,1,1,3,2,-1,0,-1,0
11874,1295,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,24:00.0,22:00.0,21:00.0,21:00.0,1,1,2,2,0,0,0,0
13669,1293,3/1/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,59:00.0,56:00.0,57:00.0,1,2,1,0,-1,2,1,1
14483,1293,3/18/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,08:00.0,1,2,4,3,-1,0,-1,1
14484,1293,3/19/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,09:00.0,1,1,4,3,-1,0,-1,0
14485,1293,3/13/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,09:00.0,1,1,4,3,-1,0,-1,0
14669,1293,3/1/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,11:00.0,09:00.0,09:00.0,1,2,4,2,-2,1,-1,1
16334,1295,3/2/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,42:00.0,39:00.0,38:00.0,37:00.0,1,2,4,3,-1,0,-1,1
17374,1291,3/17/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,09:00.0,05:00.0,38:00.0,04:00.0,1,1,4,4,0,26,26,0
17795,1293,3/26/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,17:00.0,15:00.0,14:00.0,14:00.0,1,1,3,2,-1,0,-1,0
18007,1293,3/15/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,19:00.0,19:00.0,19:00.0,0,0,2,1,-1,0,-1,0
18008,1293,3/21/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,19:00.0,19:00.0,19:00.0,0,0,2,1,-1,0,-1,0
18009,1293,3/11/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,18:00.0,19:00.0,18:00.0,0,0,2,2,0,-1,-1,0
18011,1293,3/19/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,18:00.0,19:00.0,18:00.0,0,0,2,2,0,-1,-1,0
18012,1293,3/18/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,20:00.0,19:00.0,19:00.0,19:00.0,0,0,2,1,-1,0,-1,0
26151,1295,3/30/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,02:00.0,01:00.0,01:00.0,01:00.0,0,0,1,1,0,0,0,0
28073,1291,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,59:00.0,54:00.0,28:00.0,53:00.0,1,1,5,5,0,25,25,0
32104,1293,3/6/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,20:00.0,17:00.0,14:00.0,16:00.0,1,1,3,3,0,2,2,0
32166,1293,3/14/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,20:00.0,18:00.0,14:00.0,16:00.0,1,2,3,2,-1,3,2,1
39568,1293,3/13/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,50:00.0,50:00.0,50:00.0,49:00.0,1,1,1,0,-1,-1,-2,0
39569,1291,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,50:00.0,50:00.0,50:00.0,49:00.0,1,1,1,0,-1,-1,-2,0
41645,1293,3/14/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,58:00.0,56:00.0,57:00.0,1,1,1,1,0,1,1,0
41954,1293,3/1/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,59:00.0,59:00.0,58:00.0,59:00.0,0,0,0,0,0,1,1,0
41955,1293,3/14/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,59:00.0,59:00.0,58:00.0,59:00.0,0,0,0,0,0,1,1,0
42208,1293,3/29/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,59:00.0,59:00.0,58:00.0,59:00.0,0,0,0,0,0,1,1,0
42209,1293,3/28/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,59:00.0,59:00.0,58:00.0,59:00.0,0,0,0,0,0,1,1,0
45983,1293,3/27/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,1,0,
46415,1295,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,49:00.0,,47:00.0,46:00.0,0,,3,,,1,-1,
46416,1295,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,1,0,
51791,1293,3/20/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,01:00.0,00:00.0,00:00.0,00:00.0,0,0,1,1,0,0,0,0
51793,1293,3/23/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,01:00.0,00:00.0,00:00.0,00:00.0,0,0,1,1,0,0,0,0
51794,1293,3/22/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,01:00.0,00:00.0,00:00.0,00:00.0,0,0,1,1,0,0,0,0
54634,1291,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,59:00.0,56:00.0,58:00.0,1,1,1,0,-1,2,1,0
62990,1295,3/23/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,12:00.0,10:00.0,09:00.0,09:00.0,1,1,4,2,-2,0,-2,0
62991,1295,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,12:00.0,10:00.0,09:00.0,09:00.0,1,1,4,2,-2,0,-2,0
62992,1295,3/17/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,12:00.0,10:00.0,09:00.0,09:00.0,1,1,4,2,-2,0,-2,0
74760,1293,3/9/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,58:00.0,56:00.0,57:00.0,1,1,1,1,0,1,1,0
77873,1291,3/31/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
87881,1293,3/2/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,0,0,
87882,1293,3/1/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,0,0,
88254,1293,3/22/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,50:00.0,,47:00.0,47:00.0,0,,3,,,0,0,
88423,1291,3/31/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
94218,1293,3/21/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,00:00.0,0,0,1,1,0,-1,-1,0
94219,1293,3/7/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,00:00.0,0,0,1,1,0,-1,-1,0
94220,1293,3/12/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,00:00.0,0,0,1,1,0,-1,-1,0
94221,1293,3/13/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,00:00.0,0,0,1,1,0,-1,-1,0
94222,1293,3/25/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,00:00.0,0,0,1,1,0,-1,-1,0
95446,1293,3/12/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,12:00.0,10:00.0,09:00.0,08:00.0,1,2,4,2,-2,0,-2,1
95447,1293,3/4/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,12:00.0,10:00.0,09:00.0,09:00.0,1,1,4,2,-2,0,-2,0
95448,1293,3/2/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,12:00.0,10:00.0,09:00.0,09:00.0,1,1,4,2,-2,0,-2,0
101177,1295,3/10/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,17:00.0,15:00.0,09:00.0,14:00.0,1,1,4,2,-2,5,3,0
101975,1295,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,17:00.0,14:00.0,14:00.0,12:00.0,1,2,3,3,0,-1,-1,1
104543,1295,3/30/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,11:00.0,09:00.0,09:00.0,1,2,4,2,-2,1,-1,1
104754,1295,3/2/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,09:00.0,1,1,4,3,-1,0,-1,0
104770,1293,3/30/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,50:00.0,49:00.0,58:00.0,49:00.0,0,0,2,1,-1,51,50,0
116495,1295,3/30/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,47:00.0,44:00.0,43:00.0,43:00.0,1,1,3,3,0,0,0,0
116496,1295,3/17/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,47:00.0,44:00.0,43:00.0,43:00.0,1,1,3,3,0,0,0,0
116984,1293,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,59:00.0,56:00.0,57:00.0,1,2,1,0,-1,2,1,1
116985,1293,3/28/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,59:00.0,56:00.0,57:00.0,1,2,1,0,-1,2,1,1
122145,1289,3/31/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,00:00.0,59:00.0,00:00.0,59:00.0,0,0,1,1,0,-1,-1,0
124711,1293,3/27/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,50:00.0,1,1,1,0,-1,0,-1,0
124712,1293,3/1/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,50:00.0,1,1,1,0,-1,0,-1,0
124785,1293,3/28/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,04:00.0,04:00.0,50:00.0,03:00.0,1,1,1,0,-1,13,12,0
128389,1293,3/28/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,51:00.0,46:00.0,34:00.0,46:00.0,0,0,4,5,1,12,13,0
135828,1293,3/6/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,12:00.0,10:00.0,05:00.0,36:00.0,2,34,2,2,0,3,3,32
149225,1291,3/17/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,40:00.0,36:00.0,09:00.0,35:00.0,1,1,4,4,0,26,26,0
149936,1293,3/26/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,10:00.0,09:00.0,05:00.0,03:00.0,2,6,2,1,-1,2,1,4
151987,1295,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,04:00.0,02:00.0,02:00.0,02:00.0,0,0,3,2,-1,0,-1,0
153744,1291,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,48:00.0,46:00.0,19:00.0,46:00.0,0,0,2,2,0,27,27,0
162162,1293,3/22/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
162163,1293,3/29/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
162164,1293,3/25/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
162198,1293,3/26/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
164591,1289,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
165074,1293,3/5/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,50:00.0,1,1,1,0,-1,0,-1,0
167000,1293,3/20/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,53:00.0,53:00.0,50:00.0,52:00.0,1,1,1,0,-1,2,1,0
167001,1293,3/14/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,52:00.0,52:00.0,50:00.0,51:00.0,1,1,1,0,-1,1,0,0
167078,1293,3/30/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,52:00.0,50:00.0,00:00.0,50:00.0,0,0,1,2,1,50,51,0
174275,1293,3/2/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,52:00.0,52:00.0,50:00.0,50:00.0,1,2,1,0,-1,1,0,1
174559,1293,3/29/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,53:00.0,53:00.0,50:00.0,52:00.0,1,1,1,0,-1,2,1,0
175378,1293,3/6/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,23:00.0,22:00.0,19:00.0,22:00.0,0,0,2,1,-1,3,2,0
181214,1295,3/2/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,04:00.0,01:00.0,02:00.0,01:00.0,0,0,3,3,0,-1,-1,0
181215,1295,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,04:00.0,01:00.0,02:00.0,01:00.0,0,0,3,3,0,-1,-1,0
185740,1293,3/4/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
188732,1293,3/29/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,52:00.0,,47:00.0,48:00.0,0,,3,,,1,2,
188733,1293,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,52:00.0,,47:00.0,48:00.0,0,,3,,,1,2,
194465,1289,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,00:00.0,00:00.0,01:00.0,00:00.0,0,0,1,0,-1,-1,-2,0
198033,1293,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,17:00.0,14:00.0,24:00.0,14:00.0,0,0,4,3,-1,50,49,0
205034,1293,3/5/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,01:00.0,01:00.0,01:00.0,0,0,1,0,-1,0,-1,0
205598,1293,3/15/2019,RST,PENDEL,Passage,Passage,0,-,0,-,7,Lu,Y,Arlöv,Al,Malmö Godsbangård,Mgb,01:00.0,02:00.0,01:00.0,00:00.0,01:00.0,00:00.0,0,0,1,1,0,-1,-1,0
205711,1293,3/14/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,12:00.0,10:00.0,05:00.0,07:00.0,2,3,2,2,0,3,3,1
211249,1293,3/2/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
216077,1293,3/30/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,47:00.0,44:00.0,43:00.0,34:00.0,1,10,3,3,0,60,60,9
216220,1295,3/31/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,15:00.0,12:00.0,09:00.0,11:00.0,1,1,4,3,-1,2,1,0
223156,1293,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,53:00.0,53:00.0,50:00.0,52:00.0,1,1,1,0,-1,2,1,0
223157,1293,3/22/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,52:00.0,52:00.0,50:00.0,50:00.0,1,2,1,0,-1,1,0,1
223221,1293,3/13/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,41:00.0,38:00.0,38:00.0,37:00.0,1,1,4,3,-1,-1,-2,0
229536,1291,3/31/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,33:00.0,34:00.0,33:00.0,0,0,4,4,0,-1,-1,0
242661,1295,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
242664,1295,3/23/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
